signal_time,entry_datetime,entry_month,entry_time,entry_price,entry_spread,vix_at_entry,vix_at_entry_time,indicator,exit_datetime,exit_spread,exit_price,exit_reason,sl_price,price_difference,pnl,expiry,opttype,buy_leg_strike,sell_leg_strike,buy_leg_entry_price,sell_leg_entry_price,buy_leg_exit_price,sell_leg_exit_price,max_profit_time,max_profit_pnl,min_profit_time,min_profit_pnl
2022-06-03 11:30:00,2022-06-03 11:46:00,June,11:46:00,16755.15,74.05,19.23,2022-06-03T11:46:00.000000,vix_higher_than_threshold,2022-06-03 12:25:00,80.05,16725.75,stop_loss,16730.017275000002,-4.267275000001973,-300.0,2022-06-09,PE,16550,16750,80.45,154.5,86.7,166.75,2022-06-03 12:03:00,82.49999999999957,2022-06-03 12:25:00,-300.0
2022-06-03 14:00:00,2022-06-03 14:16:00,June,14:16:00,16713.7,73.1,19.61,2022-06-03T14:16:00.000000,vix_higher_than_threshold,2022-06-03 14:20:00,77.60000000000001,16680.4,stop_loss,16688.62945,-8.229449999998906,-225.0000000000007,2022-06-09,PE,16500,16700,77.35,150.45,81.95,159.55,2022-06-03 14:17:00,-15.000000000000568,2022-06-03 14:20:00,-225.0000000000007
2022-06-21 11:00:00,2022-06-21 11:16:00,June,11:16:00,15583.55,66.19999999999999,21.5,2022-06-21T11:16:00.000000,vix_higher_than_threshold,2022-06-21 15:16:00,45.550000000000004,15645.85,time_exit,15560.174674999998,85.67532500000198,1032.4999999999995,2022-06-23,PE,15400,15600,55.15,121.35,35.65,81.2,2022-06-21 14:34:00,1405.0,2022-06-21 15:04:00,652.4999999999995
2022-06-23 10:45:00,2022-06-23 11:01:00,June,11:01:00,15612.5,69.60000000000001,21.06,2022-06-23T11:01:00.000000,vix_higher_than_threshold,2022-06-23 11:43:00,75.05000000000001,15584.65,stop_loss,15589.08125,-4.431249999999636,-272.5000000000001,2022-06-30,PE,15400,15600,104.2,173.8,112.1,187.15,2022-06-23 11:07:00,64.99999999999986,2022-06-23 11:43:00,-272.5000000000001
2022-06-23 13:30:00,2022-06-23 13:46:00,June,13:46:00,15550.05,71.55,21.02,2022-06-23T13:46:00.000000,vix_higher_than_threshold,2022-06-23 13:47:00,73.9,15526.7,stop_loss,15526.724924999999,-0.024924999997892883,-117.50000000000043,2022-06-30,PE,15350,15550,101.3,172.85,104.85,178.75,2022-06-23 13:46:00,-37.50000000000071,2022-06-23 13:47:00,-117.50000000000043
2022-06-24 13:45:00,2022-06-24 14:01:00,June,14:01:00,15678.25,73.75,20.74,2022-06-24T14:01:00.000000,vix_higher_than_threshold,2022-06-27 11:46:00,44.199999999999996,15842.25,time_exit,15654.732625,187.51737499999945,1477.5000000000002,2022-06-30,PE,15500,15700,95.35,169.1,39.35,83.55,2022-06-27 09:37:00,2094.9999999999995,2022-06-27 11:45:00,1450.0000000000005
2022-06-27 12:30:00,2022-06-27 12:46:00,June,12:46:00,15887.1,72.85000000000001,20.8,2022-06-27T12:46:00.000000,vix_higher_than_threshold,2022-06-27 14:22:00,77.85000000000001,15863.05,stop_loss,15863.26935,-0.21935000000121363,-250.0,2022-06-30,PE,15700,15900,64.7,137.55,67.8,145.65,2022-06-27 13:29:00,245.00000000000063,2022-06-27 14:17:00,-257.49999999999955
2022-06-28 14:15:00,2022-06-28 14:31:00,June,14:31:00,15825.5,69.25,21.45,2022-06-28T14:31:00.000000,vix_higher_than_threshold,2022-06-29 09:15:00,115.0,15694.5,stop_loss,15801.76175,-107.26174999999967,-2287.5,2022-06-30,PE,15650,15850,43.0,112.25,67.5,182.5,2022-06-28 15:29:00,437.5,2022-06-29 09:15:00,-2287.5
2022-06-29 14:00:00,2022-06-29 14:16:00,June,14:16:00,15849.0,64.9,21.85,2022-06-29T14:16:00.000000,vix_higher_than_threshold,2022-06-29 14:34:00,69.45,15822.35,stop_loss,15825.2265,-2.8765000000003056,-227.50000000000023,2022-06-30,PE,15650,15850,30.4,95.3,32.0,101.45,2022-06-29 14:30:00,167.49999999999972,2022-06-29 14:34:00,-227.50000000000023
2022-07-04 14:00:00,2022-07-04 14:16:00,July,14:16:00,15772.2,67.1,21.35,2022-07-04T14:16:00.000000,vix_higher_than_threshold,2022-07-05 12:01:00,21.049999999999997,16013.3,time_exit,15748.541700000002,264.7582999999977,2302.5,2022-07-07,PE,15550,15750,53.2,120.3,12.5,33.55,2022-07-05 11:45:00,2327.5,2022-07-05 11:52:00,2237.5
2022-07-06 12:45:00,2022-07-06 13:01:00,July,13:01:00,15974.1,52.64999999999999,20.5,2022-07-06T13:01:00.000000,vix_higher_than_threshold,2022-07-06 14:00:00,57.99999999999999,15944.6,stop_loss,15950.138850000001,-5.538850000000821,-267.4999999999999,2022-07-07,PE,15750,15950,29.45,82.1,29.85,87.85,2022-07-06 13:40:00,319.9999999999998,2022-07-06 14:00:00,-267.4999999999999
2022-07-06 14:45:00,2022-07-06 15:01:00,July,15:01:00,15971.95,48.7,20.35,2022-07-06T15:01:00.000000,vix_higher_than_threshold,2022-07-07 12:46:00,5.949999999999999,16092.85,time_exit,15947.992075,144.85792500000025,2137.5,2022-07-07,PE,15750,15950,21.7,70.4,1.4,7.35,2022-07-07 12:00:00,2215.0,2022-07-07 12:15:00,2077.5
2022-07-07 14:15:00,2022-07-07 14:31:00,July,14:31:00,16104.7,72.14999999999999,19.58,2022-07-07T14:31:00.000000,vix_higher_than_threshold,2022-07-07 15:20:00,65.89999999999999,16129.4,time_exit,16080.542950000001,48.85704999999871,312.5,2022-07-14,PE,15900,16100,84.3,156.45,68.3,134.2,2022-07-07 15:07:00,417.50000000000045,2022-07-07 15:15:00,142.49999999999972
2022-07-08 11:30:00,2022-07-08 11:46:00,July,11:46:00,16196.25,70.89999999999999,18.95,2022-07-08T11:46:00.000000,vix_higher_than_threshold,2022-07-08 14:29:00,74.5,16164.9,stop_loss,16171.955625,-7.055625000000873,-180.00000000000043,2022-07-14,PE,16000,16200,72.3,143.2,73.4,147.9,2022-07-08 13:41:00,332.4999999999992,2022-07-08 14:18:00,-247.50000000000085
2022-07-18 10:45:00,2022-07-18 11:01:00,July,11:01:00,16210.45,59.25,17.62,2022-07-18T11:01:00.000000,vix_lower_than_threshold,2022-07-18 15:01:00,42.75,16271.7,time_exit,16186.134325,85.56567499999983,825.0,2022-07-21,PE,16000,16200,33.8,93.05,20.9,63.65,2022-07-18 15:01:00,825.0,2022-07-18 15:01:00,825.0
2022-07-19 10:30:00,2022-07-19 10:46:00,July,10:46:00,16300.05,64.5,17.62,2022-07-19T10:46:00.000000,vix_lower_than_threshold,2022-07-19 11:43:00,69.44999999999999,16273.0,stop_loss,16275.599924999999,-2.5999249999986205,-247.49999999999977,2022-07-21,PE,16100,16300,30.25,94.75,35.35,104.8,2022-07-19 11:12:00,435.0000000000001,2022-07-19 11:43:00,-247.49999999999977
2022-07-19 12:00:00,2022-07-19 12:16:00,July,12:16:00,16307.15,59.4,17.42,2022-07-19T12:16:00.000000,vix_lower_than_threshold,2022-07-19 13:11:00,69.4,16280.65,stop_loss,16282.689274999999,-2.0392749999991793,-500.00000000000034,2022-07-21,PE,16100,16300,27.65,87.05,33.5,102.9,2022-07-19 12:36:00,275.0,2022-07-19 13:11:00,-500.00000000000034
2022-07-19 13:30:00,2022-07-19 13:46:00,July,13:46:00,16295.9,63.05,17.48,2022-07-19T13:46:00.000000,vix_lower_than_threshold,2022-07-20 11:31:00,5.6499999999999995,16562.75,time_exit,16271.45615,291.29385,2870.0000000000005,2022-07-21,PE,16100,16300,28.95,92.0,3.7,9.35,2022-07-20 11:18:00,2887.5,2022-07-20 11:27:00,2845.0000000000005
2022-07-20 12:15:00,2022-07-20 12:31:00,July,12:31:00,16569.3,49.55,16.95,2022-07-20T12:31:00.000000,vix_lower_than_threshold,2022-07-20 13:10:00,54.849999999999994,16544.35,stop_loss,16544.44605,-0.09605000000010477,-264.9999999999998,2022-07-21,PE,16350,16550,11.35,60.9,12.25,67.1,2022-07-20 12:53:00,292.49999999999983,2022-07-20 13:10:00,-264.9999999999998
2022-07-21 14:00:00,2022-07-21 14:16:00,July,14:16:00,16566.45,11.950000000000001,16.94,2022-07-21T14:16:00.000000,vix_lower_than_threshold,2022-07-21 15:20:00,0.05,16614.05,time_exit,16541.600325,72.44967499999984,595.0,2022-07-21,PE,16350,16550,0.45,12.4,0.05,0.1,2022-07-21 15:19:00,595.0,2022-07-21 15:19:00,595.0
2022-07-22 10:15:00,2022-07-22 10:31:00,July,10:31:00,16641.85,72.6,16.85,2022-07-22T10:31:00.000000,vix_lower_than_threshold,2022-07-22 10:41:00,77.10000000000001,16615.75,stop_loss,16616.887225,-1.1372249999985797,-225.0000000000007,2022-07-28,PE,16450,16650,61.5,134.1,66.2,143.3,2022-07-22 10:33:00,134.99999999999943,2022-07-22 10:41:00,-225.0000000000007
2022-07-22 11:30:00,2022-07-22 11:46:00,July,11:46:00,16657.65,66.25,16.73,2022-07-22T11:46:00.000000,vix_lower_than_threshold,2022-07-25 09:31:00,67.5,16649.55,time_exit,16632.663525,16.886474999999336,-62.500000000000355,2022-07-28,PE,16450,16650,53.6,119.85,42.5,110.0,2022-07-22 14:31:00,882.4999999999995,2022-07-25 09:31:00,-62.500000000000355
2022-07-27 15:00:00,2022-07-27 15:16:00,July,15:16:00,16643.6,53.95,18.09,2022-07-27T15:16:00.000000,vix_higher_than_threshold,2022-07-28 13:01:00,0.8499999999999999,16893.25,time_exit,16618.634599999998,274.6154000000024,2655.0000000000005,2022-07-28,PE,16450,16650,24.45,78.4,1.2,2.05,2022-07-28 12:39:00,2670.0000000000005,2022-07-28 12:51:00,2655.0000000000005
2022-07-28 13:45:00,2022-07-28 14:01:00,July,14:01:00,16922.2,66.85,17.08,2022-07-28T14:01:00.000000,vix_lower_than_threshold,2022-07-28 14:40:00,72.85,16895.65,stop_loss,16896.8167,-1.1666999999979453,-300.00000000000034,2022-08-04,PE,16700,16900,62.35,129.2,66.15,139.0,2022-07-28 14:13:00,19.999999999999574,2022-07-28 14:36:00,-307.5000000000006
2022-07-28 15:00:00,2022-07-28 15:16:00,July,15:16:00,16934.2,74.85,16.99,2022-07-28T15:16:00.000000,vix_lower_than_threshold,2022-07-28 15:20:00,74.99999999999999,16935.95,time_exit,16908.7987,27.151300000001356,-7.499999999999574,2022-08-04,PE,16750,16950,72.4,147.25,72.7,147.7,2022-07-28 15:18:00,-2.5000000000005684,2022-07-28 15:19:00,-7.499999999999574
2022-07-29 10:45:00,2022-07-29 11:01:00,July,11:01:00,17051.25,67.30000000000001,16.77,2022-07-29T11:01:00.000000,vix_lower_than_threshold,2022-07-29 15:01:00,47.6,17146.8,time_exit,17025.673125,121.12687499999811,985.0000000000001,2022-08-04,PE,16850,17050,55.1,122.4,33.35,80.95,2022-07-29 15:01:00,985.0000000000001,2022-07-29 15:01:00,985.0000000000001
2022-08-01 10:00:00,2022-08-01 10:16:00,August,10:16:00,17275.45,74.19999999999999,17.52,2022-08-01T10:16:00.000000,vix_lower_than_threshold,2022-08-01 11:28:00,81.4,17249.15,stop_loss,17249.536825,-0.38682499999777065,-360.0000000000001,2022-08-04,PE,17100,17300,52.15,126.35,57.1,138.5,2022-08-01 10:45:00,157.49999999999994,2022-08-01 11:28:00,-360.0000000000001
2022-08-01 12:15:00,2022-08-01 12:31:00,August,12:31:00,17285.75,69.1,17.52,2022-08-01T12:31:00.000000,vix_lower_than_threshold,2022-08-02 09:50:00,74.1,17259.75,stop_loss,17259.821375,-0.07137499999953434,-250.0,2022-08-04,PE,17100,17300,45.1,114.2,45.65,119.75,2022-08-01 15:08:00,937.4999999999998,2022-08-02 09:50:00,-250.0
2022-08-02 10:30:00,2022-08-02 10:46:00,August,10:46:00,17269.55,58.6,18.11,2022-08-02T10:46:00.000000,vix_higher_than_threshold,2022-08-02 11:02:00,65.3,17242.8,stop_loss,17243.645675,-0.8456750000004831,-334.9999999999998,2022-08-04,PE,17050,17250,33.85,92.45,38.3,103.6,2022-08-02 10:46:00,-12.499999999999645,2022-08-02 11:02:00,-334.9999999999998
2022-08-02 14:15:00,2022-08-02 14:31:00,August,14:31:00,17351.6,62.75,18.36,2022-08-02T14:31:00.000000,vix_higher_than_threshold,2022-08-02 15:20:00,68.05000000000001,17325.55,stop_loss,17325.5726,-0.02260000000023865,-265.0000000000002,2022-08-04,PE,17150,17350,34.2,96.95,38.65,106.7,2022-08-02 14:45:00,670.0000000000002,2022-08-02 15:20:00,-265.0000000000002
2022-08-03 09:45:00,2022-08-03 10:01:00,August,10:01:00,17319.65,56.5,18.96,2022-08-03T10:01:00.000000,vix_higher_than_threshold,2022-08-03 10:15:00,63.400000000000006,17291.2,stop_loss,17293.670525,-2.4705250000006345,-345.0000000000003,2022-08-04,PE,17100,17300,25.5,82.0,29.75,93.15,2022-08-03 10:03:00,22.499999999999787,2022-08-03 10:15:00,-345.0000000000003
2022-08-03 15:00:00,2022-08-03 15:16:00,August,15:16:00,17398.6,54.9,18.55,2022-08-03T15:16:00.000000,vix_higher_than_threshold,2022-08-04 11:16:00,44.75,17366.7,stop_loss,17372.502099999998,-5.802099999997154,507.49999999999994,2022-08-04,PE,17200,17400,17.15,72.05,4.5,49.25,2022-08-04 09:54:00,2145.0,2022-08-04 11:16:00,507.49999999999994
2022-08-05 09:45:00,2022-08-05 10:01:00,August,10:01:00,17449.0,72.9,19.01,2022-08-05T10:01:00.000000,vix_higher_than_threshold,2022-08-05 10:06:00,74.15,17402.9,stop_loss,17422.8265,-19.92649999999776,-62.5,2022-08-11,PE,17250,17450,79.9,152.8,82.5,156.65,2022-08-05 10:03:00,122.50000000000014,2022-08-05 10:05:00,-114.99999999999986
2022-08-05 11:00:00,2022-08-05 11:16:00,August,11:16:00,17465.0,66.60000000000001,18.89,2022-08-05T11:16:00.000000,vix_higher_than_threshold,2022-08-05 11:40:00,71.60000000000001,17437.75,stop_loss,17438.8025,-1.0525000000016007,-250.0,2022-08-11,PE,17250,17450,66.3,132.9,72.2,143.8,2022-08-05 11:16:00,-14.999999999999147,2022-08-05 11:40:00,-250.0
2022-08-05 12:00:00,2022-08-05 12:16:00,August,12:16:00,17449.0,71.70000000000002,18.91,2022-08-05T12:16:00.000000,vix_higher_than_threshold,2022-08-05 12:47:00,77.04999999999998,17410.75,stop_loss,17422.8265,-12.076499999999214,-267.4999999999983,2022-08-11,PE,17250,17450,71.6,143.3,79.65,156.7,2022-08-05 12:24:00,77.50000000000057,2022-08-05 12:47:00,-267.4999999999983
2022-08-08 12:00:00,2022-08-08 12:16:00,August,12:16:00,17507.8,63.199999999999996,19.46,2022-08-08T12:16:00.000000,vix_higher_than_threshold,2022-08-10 09:18:00,64.45,17479.25,stop_loss,17481.5383,-2.288300000000163,-62.500000000000355,2022-08-11,PE,17300,17500,45.1,108.3,34.7,99.15,2022-08-10 09:15:00,722.4999999999998,2022-08-10 09:18:00,-62.500000000000355
2022-08-10 10:00:00,2022-08-10 10:16:00,August,10:16:00,17513.1,57.650000000000006,19.99,2022-08-10T10:16:00.000000,vix_higher_than_threshold,2022-08-10 12:08:00,61.900000000000006,17482.0,stop_loss,17486.83035,-4.83035000000018,-212.5,2022-08-11,PE,17300,17500,27.75,85.4,27.5,89.4,2022-08-10 10:33:00,482.5000000000003,2022-08-10 11:25:00,-272.4999999999998
2022-08-11 10:15:00,2022-08-11 10:31:00,August,10:31:00,17692.3,35.95,18.79,2022-08-11T10:31:00.000000,vix_higher_than_threshold,2022-08-11 11:28:00,45.05,17645.85,stop_loss,17665.76155,-19.911550000000716,-454.9999999999999,2022-08-11,PE,17500,17700,6.5,42.45,6.95,52.0,2022-08-11 10:31:00,-9.99999999999992,2022-08-11 11:28:00,-454.9999999999999
2022-08-11 12:15:00,2022-08-11 12:31:00,August,12:31:00,17681.35,35.75,18.71,2022-08-11T12:31:00.000000,vix_higher_than_threshold,2022-08-11 13:23:00,49.85,17645.75,stop_loss,17654.827975,-9.077975000000151,-705.0000000000002,2022-08-11,PE,17500,17700,2.9,38.65,2.85,52.7,2022-08-11 12:31:00,-5.000000000000204,2022-08-11 13:21:00,-840.0000000000002
2022-08-11 14:15:00,2022-08-11 14:31:00,August,14:31:00,17665.45,65.25,18.51,2022-08-11T14:31:00.000000,vix_higher_than_threshold,2022-08-11 15:20:00,68.0,17650.25,time_exit,17638.951825,11.298174999999901,-137.5,2022-08-18,PE,17450,17650,54.95,120.2,54.3,122.3,2022-08-11 14:34:00,72.50000000000014,2022-08-11 14:57:00,-237.5
2022-08-12 12:45:00,2022-08-12 13:01:00,August,13:01:00,17709.55,62.75,17.54,2022-08-12T13:01:00.000000,vix_lower_than_threshold,2022-08-12 14:28:00,68.75,17681.3,stop_loss,17682.985675,-1.6856750000006286,-300.0,2022-08-18,PE,17500,17700,41.0,103.75,45.0,113.75,2022-08-12 13:50:00,247.49999999999977,2022-08-12 14:28:00,-300.0
2022-08-12 15:00:00,2022-08-12 15:16:00,August,15:16:00,17702.45,63.949999999999996,17.59,2022-08-12T15:16:00.000000,vix_lower_than_threshold,2022-08-16 13:01:00,30.15,17796.05,time_exit,17675.896325,120.15367499999775,1689.9999999999998,2022-08-18,PE,17500,17700,42.4,106.35,11.85,42.0,2022-08-16 11:06:00,2029.9999999999998,2022-08-16 11:57:00,1539.9999999999998
2022-08-16 13:30:00,2022-08-16 13:46:00,August,13:46:00,17786.8,58.800000000000004,17.9,2022-08-16T13:46:00.000000,vix_lower_than_threshold,2022-08-17 11:31:00,17.25,17932.55,time_exit,17760.1198,172.43019999999888,2077.5,2022-08-18,PE,17600,17800,22.85,81.65,6.5,23.75,2022-08-17 11:30:00,2097.5,2022-08-17 11:31:00,2077.5
2022-08-17 14:45:00,2022-08-17 15:01:00,August,15:01:00,17958.2,40.45,17.59,2022-08-17T15:01:00.000000,vix_lower_than_threshold,2022-08-17 15:25:00,49.6,17931.2,stop_loss,17931.2627,-0.06269999999858555,-457.5000000000001,2022-08-18,PE,17750,17950,11.4,51.85,13.35,62.95,2022-08-17 15:01:00,-12.499999999999911,2022-08-17 15:25:00,-457.5000000000001
2022-08-25 10:45:00,2022-08-25 11:01:00,August,11:01:00,17699.3,27.900000000000002,18.51,2022-08-25T11:01:00.000000,vix_higher_than_threshold,2022-08-25 11:15:00,51.35,17667.35,stop_loss,17672.75105,-5.401050000000396,-1172.5,2022-08-25,PE,17500,17700,3.2,31.1,5.75,57.1,2022-08-25 11:01:00,-7.499999999999907,2022-08-25 11:15:00,-1172.5
2022-08-25 11:30:00,2022-08-25 11:46:00,August,11:46:00,17679.8,34.5,18.56,2022-08-25T11:46:00.000000,vix_higher_than_threshold,2022-08-25 14:32:00,41.15,17649.8,stop_loss,17653.2803,-3.4802999999992608,-332.50000000000006,2022-08-25,PE,17500,17700,2.75,37.25,0.7,41.85,2022-08-25 13:00:00,1125.0,2022-08-25 14:32:00,-332.50000000000006
2022-08-30 13:00:00,2022-08-30 13:16:00,August,13:16:00,17631.4,63.85,19.0,2022-08-30T13:16:00.000000,vix_higher_than_threshold,2022-09-01 09:15:00,107.25,17485.7,stop_loss,17604.9529,-119.2528999999995,-2170.0,2022-09-01,PE,17450,17650,41.35,105.2,40.75,148.0,2022-08-30 15:22:00,2167.5000000000005,2022-09-01 09:15:00,-2170.0
2022-09-01 10:00:00,2022-09-01 10:16:00,September,10:16:00,17668.65,73.0,19.68,2022-09-01T10:16:00.000000,vix_higher_than_threshold,2022-09-01 10:39:00,79.95000000000002,17631.0,stop_loss,17642.147025000002,-11.147025000002031,-347.50000000000085,2022-09-08,PE,17450,17650,96.0,169.0,102.85,182.8,2022-09-01 10:26:00,129.99999999999972,2022-09-01 10:39:00,-347.50000000000085
2022-09-02 12:00:00,2022-09-02 12:16:00,September,12:16:00,17560.75,71.20000000000002,19.7,2022-09-02T12:16:00.000000,vix_higher_than_threshold,2022-09-02 14:53:00,78.80000000000001,17534.0,stop_loss,17534.408875,-0.40887500000098953,-379.9999999999997,2022-09-08,PE,17350,17550,82.85,154.05,87.1,165.9,2022-09-02 14:16:00,575.0000000000007,2022-09-02 14:53:00,-379.9999999999997
2022-09-05 12:00:00,2022-09-05 12:16:00,September,12:16:00,17659.25,66.80000000000001,19.76,2022-09-05T12:16:00.000000,vix_higher_than_threshold,2022-09-05 13:44:00,71.65,17630.2,stop_loss,17632.761125,-2.5611250000001746,-242.50000000000043,2022-09-08,PE,17450,17650,57.15,123.95,62.9,134.55,2022-09-05 12:33:00,265.0000000000002,2022-09-05 13:44:00,-242.50000000000043
2022-09-05 13:45:00,2022-09-05 14:01:00,September,14:01:00,17662.45,64.25,19.75,2022-09-05T14:01:00.000000,vix_higher_than_threshold,2022-09-06 10:12:00,74.10000000000001,17633.15,stop_loss,17635.956325,-2.8063249999977415,-492.50000000000045,2022-09-08,PE,17450,17650,53.5,117.75,56.3,130.4,2022-09-06 09:16:00,1012.4999999999997,2022-09-06 10:12:00,-492.50000000000045
2022-09-06 11:00:00,2022-09-06 11:16:00,September,11:16:00,17671.3,60.849999999999994,19.54,2022-09-06T11:16:00.000000,vix_higher_than_threshold,2022-09-06 11:22:00,66.25,17643.9,stop_loss,17644.79305,-0.893049999998766,-270.0000000000003,2022-09-08,PE,17450,17650,38.7,99.55,43.3,109.55,2022-09-06 11:17:00,2.4999999999995026,2022-09-06 11:22:00,-270.0000000000003
2022-09-06 11:30:00,2022-09-06 11:46:00,September,11:46:00,17672.45,61.199999999999996,19.51,2022-09-06T11:46:00.000000,vix_higher_than_threshold,2022-09-06 14:44:00,63.7,17639.45,stop_loss,17645.941325,-6.491324999999051,-125.00000000000036,2022-09-08,PE,17450,17650,38.1,99.3,37.5,101.2,2022-09-06 13:35:00,672.4999999999994,2022-09-06 14:41:00,-175.0
2022-09-08 13:15:00,2022-09-08 13:31:00,September,13:31:00,17738.4,37.2,18.71,2022-09-08T13:31:00.000000,vix_higher_than_threshold,2022-09-08 15:20:00,0.04999999999999999,17791.2,time_exit,17711.792400000002,79.40759999999864,1857.5000000000002,2022-09-08,PE,17550,17750,3.15,40.35,0.1,0.15,2022-09-08 15:20:00,1857.5000000000002,2022-09-08 15:20:00,1857.5000000000002
2022-09-09 12:30:00,2022-09-09 12:46:00,September,12:46:00,17859.85,65.85,17.67,2022-09-09T12:46:00.000000,vix_lower_than_threshold,2022-09-09 13:04:00,72.0,17832.9,stop_loss,17833.060224999997,-0.1602249999959895,-307.49999999999994,2022-09-15,PE,17650,17850,56.6,122.45,64.1,136.1,2022-09-09 12:46:00,-14.999999999999503,2022-09-09 13:04:00,-307.49999999999994
2022-09-12 10:00:00,2022-09-12 10:16:00,September,10:16:00,17966.35,63.05,17.98,2022-09-12T10:16:00.000000,vix_lower_than_threshold,2022-09-12 10:34:00,67.95,17937.95,stop_loss,17939.400475,-1.450474999997823,-245.00000000000028,2022-09-15,PE,17750,17950,46.3,109.35,50.95,118.9,2022-09-12 10:16:00,-12.5,2022-09-12 10:34:00,-245.00000000000028
2022-09-12 12:00:00,2022-09-12 12:16:00,September,12:16:00,17964.8,62.849999999999994,17.86,2022-09-12T12:16:00.000000,vix_lower_than_threshold,2022-09-12 13:57:00,65.6,17936.15,stop_loss,17937.8528,-1.7027999999991152,-137.5,2022-09-15,PE,17750,17950,44.5,107.35,47.2,112.8,2022-09-12 12:41:00,124.99999999999964,2022-09-12 12:50:00,-200.0000000000007
2022-09-12 14:00:00,2022-09-12 14:16:00,September,14:16:00,17973.0,57.800000000000004,17.83,2022-09-12T14:16:00.000000,vix_lower_than_threshold,2022-09-12 14:31:00,64.25,17945.2,stop_loss,17946.0405,-0.8404999999984284,-322.5000000000001,2022-09-15,PE,17750,17950,41.15,98.95,46.4,110.65,2022-09-12 14:18:00,12.500000000000355,2022-09-12 14:31:00,-322.5000000000001
2022-09-13 12:45:00,2022-09-13 13:01:00,September,13:01:00,18076.15,65.65,17.71,2022-09-13T13:01:00.000000,vix_lower_than_threshold,2022-09-14 09:15:00,159.54999999999998,17771.15,stop_loss,18049.035775,-277.88577499999883,-4695.0,2022-09-15,PE,17900,18100,39.05,104.7,141.4,300.95,2022-09-13 13:55:00,132.49999999999994,2022-09-14 09:15:00,-4695.0
2022-09-14 14:00:00,2022-09-14 14:16:00,September,14:16:00,18065.85,49.949999999999996,18.07,2022-09-14T14:16:00.000000,vix_higher_than_threshold,2022-09-14 15:01:00,53.7,18033.0,stop_loss,18038.751225,-5.751224999999977,-187.50000000000034,2022-09-15,PE,17850,18050,23.15,73.1,26.25,79.95,2022-09-14 14:28:00,379.9999999999999,2022-09-14 15:01:00,-187.50000000000034
2022-09-20 12:00:00,2022-09-20 12:16:00,September,12:16:00,17880.4,69.60000000000001,18.82,2022-09-20T12:16:00.000000,vix_higher_than_threshold,2022-09-20 14:50:00,78.75,17844.7,stop_loss,17853.579400000002,-8.879400000001624,-457.49999999999994,2022-09-22,PE,17700,17900,50.8,120.4,57.15,135.9,2022-09-20 12:37:00,420.0000000000003,2022-09-20 13:48:00,-462.49999999999966
2022-09-30 13:15:00,2022-09-30 13:31:00,September,13:31:00,17102.85,72.4,20.09,2022-09-30T13:31:00.000000,vix_higher_than_threshold,2022-09-30 15:09:00,72.35,17066.55,stop_loss,17077.195724999998,-10.645724999998492,2.5000000000005684,2022-10-06,PE,16900,17100,92.15,164.55,89.65,162.0,2022-09-30 14:26:00,825.0,2022-09-30 15:09:00,2.5000000000005684
2022-09-30 15:15:00,2022-10-03 09:16:00,October,09:16:00,17076.2,76.30000000000001,21.19,2022-10-03T09:16:00.000000,vix_higher_than_threshold,2022-10-03 09:16:00,76.89999999999999,17029.8,stop_loss,17050.5857,-20.78570000000036,-29.999999999999005,2022-10-06,PE,16900,17100,92.5,168.8,92.3,169.2,2022-10-03 09:16:00,-29.999999999999005,2022-10-03 09:16:00,-29.999999999999005
2022-10-04 10:30:00,2022-10-04 10:46:00,October,10:46:00,17251.4,59.2,19.99,2022-10-04T10:46:00.000000,vix_higher_than_threshold,2022-10-04 10:57:00,65.75,17222.9,stop_loss,17225.5229,-2.622899999998481,-327.50000000000006,2022-10-06,PE,17050,17250,31.7,90.9,34.9,100.65,2022-10-04 10:46:00,-12.499999999999467,2022-10-04 10:57:00,-327.50000000000006
2022-10-04 11:30:00,2022-10-04 11:46:00,October,11:46:00,17220.3,53.9,19.83,2022-10-04T11:46:00.000000,vix_higher_than_threshold,2022-10-06 09:31:00,5.45,17396.15,time_exit,17194.469549999998,201.68045000000347,2422.5,2022-10-06,PE,17000,17200,25.9,79.8,2.0,7.45,2022-10-06 09:31:00,2422.5,2022-10-06 09:31:00,2422.5
2022-10-06 09:45:00,2022-10-06 10:01:00,October,10:01:00,17400.5,39.65,19.8,2022-10-06T10:01:00.000000,vix_higher_than_threshold,2022-10-06 11:24:00,47.1,17370.9,stop_loss,17374.39925,-3.4992499999971187,-372.5000000000001,2022-10-06,PE,17200,17400,6.85,46.5,4.6,51.7,2022-10-06 10:32:00,507.5000000000001,2022-10-06 11:22:00,-482.5000000000001
2022-10-06 12:00:00,2022-10-06 12:16:00,October,12:16:00,17386.85,40.15,19.48,2022-10-06T12:16:00.000000,vix_higher_than_threshold,2022-10-06 12:30:00,49.1,17360.05,stop_loss,17360.769725,-0.7197249999990163,-447.4999999999999,2022-10-06,PE,17200,17400,3.2,43.35,4.55,53.65,2022-10-06 12:20:00,222.50000000000006,2022-10-06 12:30:00,-447.4999999999999
2022-10-06 12:30:00,2022-10-06 12:46:00,October,12:46:00,17395.95,32.8,19.38,2022-10-06T12:46:00.000000,vix_higher_than_threshold,2022-10-06 13:59:00,38.900000000000006,17368.4,stop_loss,17369.856075,-1.4560749999982363,-305.0000000000003,2022-10-06,PE,17200,17400,3.25,36.05,1.3,40.2,2022-10-06 13:38:00,549.9999999999999,2022-10-06 13:55:00,-390.0
